lat,lon,name,category,address
12.9223879,80.145961,Karumariamman temple,Hindu Temple,", Chennai"
12.9224671,80.1493588,Aganda paripurana sachidananda sabai,Place of Worship,", Chennai"
12.923056,80.1620926,advent christian church,Church,", Chennai"
12.800185,80.2271011,Nandi flame tree planted by A.P.J Abdul Kalam,Historical Monument,", Chennai"
12.8074023,80.2253641,Shri Arunachaleswarar Temple,Hindu Temple,", Chennai"
13.0839814,80.1960128,Temple,Hindu Temple,"CPWD Quarters Road, Thirumangalam, Chennai"
12.9193614,80.2513839,Sugajeeva chathedral,Church,", Chennai"
12.9182943,80.1158578,Bethany House of worship பெத்தானியா ஆராதனை வீடு,Church,", Chennai"
12.9161188,80.115592,Church of Jesus the Saviour,Church,", Chennai"
12.8852076,80.1522386,Advent Christ Church,Church,", Chennai"
12.8842718,80.1572316,Irakalamman temple,Hindu Temple,", Chennai"
12.9170193,80.1448505,Karu Mari Amman Temple,Hindu Temple,", Chennai"
12.9241702,80.1267106,Sai baba temple,Hindu Temple,", Chennai"
12.9245832,80.1142533,The Free(ing) Church,Church,", Chennai"
13.0869212,80.2045127,Sri Chandra Mouleeswarar Thirukovil,Hindu Temple,"15th Main Road, Anna Nagar West, Chennai"
12.9339439,80.1294858,Vinayagar Temple,Hindu Temple,", Chennai"
13.1076185,80.2060102,Sri Kamalvinayagar Aalayam,Hindu Temple,", Chennai"
13.0851449,80.1996913,Sri Angalaparameswari Aalayam,Hindu Temple,", Chennai"
13.0827367,80.2705011,Temle Of God,Hindu Temple,", Chennai"
12.9749042,80.2479225,"St. Mother Theresa Church (Sero Malabar), Velachery-Perungudi",Church,"2nd Cross St, Chennai"
13.1055919,80.2079346,Ambedkar Statue,Historical Monument,"South Mada Street, Villivakkam, Chennai, Chennai"
13.0296307,80.2230006,Advent Church,Church,"Vandiakran Street, Chennai"
13.0298658,80.2228102,Dharga,Mosque,"Vandiakran Street, Chennai"
13.0877755,80.1850278,Arulmigu Vinaitheertha Vinayagar Temple,Hindu Temple,", Chennai"
13.1282888,80.1285862,CSI Holy Trinity Church,Church,"Chennai Tiruvallur High Road, Chennai"
12.9228988,80.2083566,Vishnu Maya Amman Temple,Hindu Temple,"Sai Ganesh Nagar main road, Chennai"
