lat,lon,name,category,address
12.9763934,80.2663493,Unnamed Apartment,Apartment Complex,", Chennai"
13.0941773,80.2790317,Mehta Mansion,Residential Apartment,", Chennai"
13.096854,80.280157,Astapad Apartments,Apartment Complex,", Chennai"
13.0985668,80.282944,Laxmi Flats,Apartment Complex,", Chennai"
13.0977194,80.2805772,Namo Residency,Residency,", Chennai"
12.8093711,80.1946258,Isha Mia Villas,Residential Apartment,"Dr Abdul Kalam Road, Pudupakkam Vill, Kelambakkam Via, Chengalpattu Dt."
12.8086055,80.1959988,Cosmo City,Residential Apartment,"Dr Abdul Kalam Road, Pudupakkam Vill, Kelambakkam Via, Chengalpattu Dt, TN, India"
13.1068522,80.2576441,Unnamed Apartment,Apartment Complex,", Chennai"
13.1071594,80.2578388,Unnamed Apartment,Apartment Complex,", Chennai"
13.1080767,80.2578376,Unnamed Apartment,Apartment Complex,", Chennai"
13.1077406,80.2573715,Unnamed Apartment,Apartment Complex,", Chennai"
12.8501179,80.2303087,Unnamed Apartment,Apartment Complex,", Chennai"
12.8511568,80.2301439,Unnamed Apartment,Apartment Complex,", Chennai"
12.851098,80.2297238,Unnamed Apartment,Apartment Complex,", Chennai"
12.8510163,80.2295438,Unnamed Apartment,Apartment Complex,", Chennai"
12.8515034,80.2297438,Unnamed Apartment,Apartment Complex,", Chennai"
12.8512155,80.2295694,Unnamed Apartment,Apartment Complex,", Chennai"
12.8999133,80.2263229,Unnamed Apartment,Apartment Complex,", Chennai"
12.8998522,80.2267781,Unnamed Apartment,Apartment Complex,", Chennai"
12.8998093,80.2272064,Appaswamy Greensville,Residential Apartment,", Chennai"
12.8462509,80.2412154,Unnamed Apartment,Apartment Complex,", Chennai"
12.8465806,80.2420566,Unnamed Apartment,Apartment Complex,", Chennai"
12.8486348,80.2376543,Unnamed Apartment,Apartment Complex,", Chennai"
12.8475505,80.2378468,Unnamed Apartment,Apartment Complex,", Chennai"
12.8483092,80.2414325,Unnamed Apartment,Apartment Complex,", Chennai"
12.808095,80.2271749,Unnamed Apartment,Apartment Complex,", Chennai"
12.8077453,80.2271357,Unnamed Apartment,Apartment Complex,", Chennai"
12.80776,80.2276785,Unnamed Apartment,Apartment Complex,", Chennai"
12.8077445,80.2280264,Unnamed Apartment,Apartment Complex,", Chennai"
12.8076944,80.2283888,Unnamed Apartment,Apartment Complex,", Chennai"
12.9145935,80.1434662,Brickverse,Residential Apartment,"Indira Nagar, Chennai"
12.976045,80.2645012,Unnamed Apartment,Apartment Complex,", Chennai"
12.9634989,80.2460951,Unnamed Apartment,Apartment Complex,", Chennai"
13.0576776,80.2502681,Unnamed Apartment,Apartment Complex,", Chennai"
13.0688039,80.2761451,MLA's Hostel,Residential Apartment,", Chennai"
12.9709782,80.1883504,Nithya Grandeur,Residential Apartment,"Kannan Nagar 3rd Main Road, Nangnallur"
12.8958806,80.2204021,Unnamed Apartment,Apartment Complex,", Chennai"
13.0181084,80.2757599,Unnamed Apartment,Apartment Complex,", Chennai"
13.0172948,80.2770746,Unnamed Apartment,Apartment Complex,", Chennai"
13.017441,80.2771447,Unnamed Apartment,Apartment Complex,", Chennai"
13.1658286,80.2100035,Unnamed Apartment,Apartment Complex,", Chennai"
13.1658464,80.2099894,SND Signature,Residential Apartment,", Chennai"
13.1687812,80.2147266,Unnamed Apartment,Apartment Complex,", Chennai"
13.0832675,80.1773898,Unnamed Apartment,Apartment Complex,", Chennai"
13.0832719,80.1774963,Unnamed Apartment,Apartment Complex,", Chennai"
13.1119951,80.1313369,Tamilnadu Housing Board Road,Housing Colony,", Chennai"
13.1168802,80.128744,Tamilnadu Housing Board Road,Housing Colony,", Chennai"
13.0540335,80.1209667,Radiance Royale - Club House,Residential Apartment,"Poonamalle Bypass Road, Chennai"
13.0314335,80.250439,Unnamed Apartment,Apartment Complex,", Chennai"
12.996218,80.1946877,Appaswamy Banyan House Block 2A & 2B,Residential Apartment,", Chennai"
12.9955954,80.19471,Appaswamy Banyan House Block 3A & 3B,Residential Apartment,", Chennai"
12.9951741,80.1947079,Appaswamy Banyan House Block 4,Residential Apartment,", Chennai"
12.995783,80.194743,Appaswamy Banyan House,Residential Apartment,", Chennai"
12.92712,80.1418685,Rainbow End Apartments,Apartment Complex,"Sekar Avenue,Dhanalakshmi street first cross, Selaiyur/ Chilapakkam, Chennai"
12.9265897,80.1418665,Rainbow End Apartments,Apartment Complex,"Sekar Avenue,Dhanalakshmi street first cross, Selaiyur/ Chilapakkam, Chennai"
13.0358135,80.2449945,Unnamed Apartment,Apartment Complex,", Chennai"
13.036014,80.2450167,Unnamed Apartment,Apartment Complex,", Chennai"
13.0362464,80.2450546,Unnamed Apartment,Apartment Complex,", Chennai"
13.0360474,80.2448226,Unnamed Apartment,Apartment Complex,", Chennai"
13.055904,80.1046905,Golden Opulence,Residential Apartment,", Chennai"
13.055224,80.1046282,Tower 3,Residential Apartment,", Chennai"
13.055244,80.1043346,Tower 4,Residential Apartment,", Chennai"
13.0556463,80.1052423,Tower 7,Residential Apartment,", Chennai"
13.0555063,80.1044995,Tower 2,Residential Apartment,", Chennai"
13.0553794,80.1039854,Tower 5,Residential Apartment,", Chennai"
13.0560087,80.1040423,Tower 6,Residential Apartment,", Chennai"
13.0558098,80.1045033,Tower 1,Residential Apartment,", Chennai"
13.0904628,80.1120116,Kendriya Vihar,Residential Apartment,", Chennai"
13.0804436,80.1124851,RMK Chola Garden,Residential Apartment,", Chennai"
12.9809835,80.138794,Gee Ge Gem,Residential Apartment,", Chennai"
12.9810128,80.1386806,Gee Ge Crystal,Residential Apartment,", Chennai"
12.9810431,80.1385675,Gee Ge Platina,Residential Apartment,", Chennai"
13.0781251,80.2561412,Unnamed Apartment,Apartment Complex,", Chennai"
13.1006539,80.2850363,Raj Residence,Residency,", Chennai"
13.1006378,80.2828468,Unnamed Apartment,Apartment Complex,", Chennai"
13.0196062,80.188024,Padmini Gardens,Residential Apartment,", Chennai"
13.0742213,80.2122421,Unnamed Apartment,Apartment Complex,", Chennai"
12.9678994,80.2362519,Unnamed Apartment,Apartment Complex,", Chennai"
12.9679359,80.2364952,Unnamed Apartment,Apartment Complex,", Chennai"
13.0572396,80.2350497,Unnamed Apartment,Apartment Complex,", Chennai"
12.9647098,80.1586474,"Block 1, Jains Green Acres",Residential Apartment,"Darga Road, Chennai"
12.954239,80.2051286,Value Asset Properties,Residential Apartment,", Chennai"
13.0069069,80.2204842,Unnamed Apartment,Apartment Complex,", Chennai"
12.8874026,80.2335925,tnhb,Residential Apartment,", Chennai"
13.0893102,80.2444328,Rajendra Apartments,Apartment Complex,", Chennai"
13.0888145,80.2442759,Triveni Apartments,Apartment Complex,", Chennai"
13.0207913,80.1812877,Bhatia Gardens,Residential Apartment,", Chennai"
12.8457705,80.2298651,ESA Genista,Residential Apartment,", Chennai"
13.0632308,80.2447552,Railway Officers Enclave,Residential Apartment,", Chennai"
12.9756856,80.2081963,DRA Tuxedo,Residential Apartment,"Inner Ring Road, Chennai"
12.975683,80.2084109,DRA Tuxedo,Residential Apartment,"Inner Ring Road, Chennai"
12.9756517,80.2086644,DRA Tuxedo,Residential Apartment,"Inner Ring Road, Chennai"
12.9134578,80.1732892,Green Homes Phase - II,Residential Apartment,", Chennai"
13.0502175,80.2613719,Unnamed Apartment,Apartment Complex,", Chennai"
13.1248399,80.20051,Nandavanam apartments,Apartment Complex,", Chennai"
13.0924724,80.1989845,Landmark Geethanjali,Residential Apartment,", Chennai"
13.1266712,80.2003736,Kumaran nagar,Residential Apartment,", Chennai"
13.1282738,80.2003941,Devi nagar,Residential Apartment,", Chennai"
13.1295783,80.2028583,Teachers colony,Housing Colony,", Chennai"
13.1279177,80.2002438,Iyappa nagar,Residential Apartment,", Chennai"
13.1249411,80.2002327,Unnamed Apartment,Apartment Complex,", Chennai"
13.1262474,80.1932114,Alliance orchid springs,Residential Apartment,", Chennai"
13.1491021,80.1963773,INTUC nagar,Residential Apartment,", Chennai"
13.1235148,80.2003587,Ranga Garden,Residential Apartment,", Chennai"
13.127857,80.198628,Lakshmi Nagar,Residential Apartment,", Chennai"
13.1258713,80.1998369,Vijay Nagar,Residential Apartment,", Chennai"
13.125069,80.2029881,Mohammed Husain Colony,Housing Colony,", Chennai"
13.1267548,80.2038759,Jayanthi Nagar,Residential Apartment,", Chennai"
13.1302113,80.1997652,Santhosh Nagar,Residential Apartment,", Chennai"
12.9303337,80.1886487,Isha yara,Residential Apartment,", Chennai"
12.9307049,80.1903914,Whitefield mudra,Residential Apartment,", Chennai"
13.1558664,80.1948742,Lake Side,Residential Apartment,", Chennai"
13.1427284,80.1991018,Padmavathi Nagar,Residential Apartment,", Chennai"
12.9557686,80.1411157,Guruji institute,Residential Apartment,"East street, RBI colony, Chennai"
12.8290219,80.2003557,Barcelona,Residential Apartment,", Chennai"
12.8287539,80.1993463,Flamenco,Residential Apartment,", Chennai"
13.0246845,80.2048001,Unnamed Apartment,Apartment Complex,", Chennai"
12.8361242,80.1262966,UniHomes 1,Residential Apartment,"UniHomes 1, UniWorld City, Nallambakkam, Chennai"
12.8359746,80.1290173,Unihomes 2,Residential Apartment,"UniHomes 2, UniWorld City, Nallambakkam, Chennai"
12.9870598,80.1727587,Unnamed Apartment,Apartment Complex,", Chennai"
12.8492707,80.148331,Thangamayilagam,Residential Apartment,"Thanigai Nagar Phase VII Main Road, Melakottaiyur"
13.2200358,80.2516026,Unnamed Apartment,Apartment Complex,", Chennai"
13.2188615,80.251422,Unnamed Apartment,Apartment Complex,", Chennai"
13.2198435,80.2514685,Unnamed Apartment,Apartment Complex,", Chennai"
13.2205528,80.2512587,Unnamed Apartment,Apartment Complex,", Chennai"
13.2205003,80.2514954,Unnamed Apartment,Apartment Complex,", Chennai"
13.219963,80.2500424,Unnamed Apartment,Apartment Complex,", Chennai"
13.2199338,80.2505086,Unnamed Apartment,Apartment Complex,", Chennai"
13.134105,80.2006928,Sriram nagar,Residential Apartment,", Chennai"
12.9899006,80.2650953,Bayview Apartments,Apartment Complex,"Parvathi Street, Besant Nagar, Chennai"
12.9781116,80.2171879,Unnamed Apartment,Apartment Complex,", Chennai"
12.9739541,80.2213737,SPIC NAGAR - Velachery,Residential Apartment,", Chennai"
13.0830784,80.253887,Sarada nivas,Residential Apartment,", Chennai"
13.0150909,80.1560867,Opulence Villa,Residential Apartment,", Chennai"
13.0136369,80.1561431,Sri Aadhi Nivas,Residential Apartment,", Chennai"
13.0132427,80.1557981,Nandhavanam,Residential Apartment,", Chennai"
13.0128517,80.1557039,Sreshta Fairways,Residential Apartment,", Chennai"
13.0137624,80.1564978,J.B Rescidency,Residential Apartment,", Chennai"
13.0146246,80.1557647,Sri Kalki Illam,Residential Apartment,", Chennai"
