CellID,Lat,Lon,schools,offices,apartments,tourist_places,bakeries,supermarkets,RawScore,Score_0_1000,Rank
1,12.854521858664786,80.13449155587494,2.4158269052095416,0.9604105895191112,0.8199498879978622,1.2408174588093512,0,0,5.437004841535867,12.378150275382513,516
2,12.854521858664786,80.14347466762486,1.2495629281723404,0,2.205443506626945,1.7554194950267168,0,-0.577290696,4.633135233786515,10.847611858335311,527
3,12.854521858664786,80.15245777937477,0,0,2.856109758,1.2479803668202016,0,-1.079583834,3.024506291748269,7.784841017356822,548
4,12.854521858664786,80.16144089112467,0,0,4.772619919322105,0.90659267,0,-0.780135674,4.899076915188507,11.353955121168045,522
5,12.854521858664786,80.17042400287458,0,0,7.666392646269256,0,0,0,7.666392646269256,16.62282335,492
6,12.854521858664786,80.17940711,0,0,8.833769864642418,0,0,0,8.833769864642418,18.845467003654473,479
7,12.854521858664786,80.18839022637441,0,0,6.244735174703597,1.0702895131751138,0,0,7.315024687878711,15.95383157,495
8,12.854521858664786,80.19737333812432,0,0,22.808984386552634,5.8452630161045365,0,0,28.65424740265717,56.582933408294984,394
9,12.854521858664786,80.20635644987422,0,0,47.728865609055426,8.039630613163249,0,0,55.76849622221867,108.20747433838972,318
10,12.854521858664786,80.21533956162413,0,1.1754389252364652,48.39357418089438,6.375603642772417,0,0,55.944616748903265,108.54280139830439,317
11,12.854521858664786,80.22432267337405,0,2.5022127402547367,37.707054521407855,5.753921415125912,0,0,45.963188676788505,89.53852636,339
12,12.854521858664786,80.23330578512396,0,1.4246017617265607,38.26992925707664,7.480170408,0,0,47.174701426767726,91.84520245267471,337
13,12.854521858664786,80.24228889687387,0,0,26.692414600150983,5.355283007528692,0,-0.385519752,31.662177855909622,62.30992329586955,387
14,12.854521858664786,80.25127200862377,0,0,8.179345516327842,2.0189871716824577,0,-0.276627051,9.921705637,20.916857039407674,475
15,12.854521858664786,80.26025512037369,0,0,0,0,0,0,0,2.026291337786069,632
16,12.854521858664786,80.26923823,0,0,0,0,0,0,0,2.026291337786069,632
17,12.854521858664786,80.27822134387351,0,0,0,0,0,0,0,2.026291337786069,632
18,12.863565575994357,80.13449155587494,2.752211058654633,0,0,1.8975710907568368,0,0,4.649782149,10.879306978593274,526
19,12.863565575994357,80.14347466762486,1.423587954758275,0,0.7476736102456395,1.4534674711627842,0,0,3.624729036166699,8.927643233365405,539
20,12.863565575994357,80.15245777937477,0,0,2.524889603,0.43024312145859633,0,0,2.9551327244560666,7.652756275198699,550
21,12.863565575994357,80.16144089112467,0,0,6.021151404,0,0,0,6.021151404,13.490344026559976,507
22,12.863565575994357,80.17042400287458,0,0,9.914587146534513,0,0,0,9.914587146534513,20.903303692338167,476
23,12.863565575994357,80.17940711,0,0,10.06519543046431,0,0,0,10.06519543046431,21.19005637244693,474
24,12.863565575994357,80.18839022637441,0,0,5.700469763841127,0.5944965674674273,0,0,6.294966331308554,14.011677663139643,503
25,12.863565575994357,80.19737333812432,0,0,29.457953160721154,2.399368326837532,0,0,31.857321487558686,62.681469653888016,385
26,12.863565575994357,80.20635644987422,0,0.44417292961962085,67.04158862822588,4.534731765856764,0,0,72.02049332370227,139.1506841298417,281
27,12.863565575994357,80.21533956162413,0,0.6674609573880641,54.10692884,4.301296643382634,0,0,59.07568644,114.50424390279667,307
28,12.863565575994357,80.22432267337405,0,0.38763359887173565,21.70560717577912,5.062510097772627,0,0,27.155750872423486,53.72985066300266,398
29,12.863565575994357,80.23330578512396,0,0,15.423461978157803,6.042741885593065,0,-0.768757945,20.697445919160096,41.43347355819997,422
30,12.863565575994357,80.24228889687387,0,0,11.161081195205012,6.146009217398122,0,-1.427358573,15.879731839393946,32.26072164626249,444
31,12.863565575994357,80.25127200862377,0,0,3.6132795215959446,3.1398288197041127,0,-1.024203517,5.7289048238245535,12.933917196437122,510
32,12.863565575994357,80.26025512037369,0,0,0.8091719481935185,0,0,-0.284020143,0.525151805,3.0261612223539607,612
33,12.863565575994357,80.26923823,0,0,0,0,0,0,0,2.026291337786069,632
34,12.863565575994357,80.27822134387351,0,0,0,0,0,0,0,2.026291337786069,632
35,12.872609293323928,80.13449155587494,1.1523072918886996,0,0,1.4677618391492209,0,0,2.6200691310379205,7.014807412675888,563
36,12.872609293323928,80.14347466762486,0.5960478622995518,0,0,1.891305921190292,0,0,2.487353783489844,6.762122230905168,569
37,12.872609293323928,80.15245777937477,0,0,1.167050269994287,1.8505814041240884,0,0,3.0176316741183755,7.771751996098112,549
38,12.872609293323928,80.16144089112467,0,0,3.345749742290838,1.2436710522116676,0,0,4.589420794502506,10.764381160148854,528
39,12.872609293323928,80.17042400287458,0,0,5.645530764876284,0.31213939771016147,0,0,5.957670162586446,13.369478058657286,508
40,12.872609293323928,80.17940711,0,0,5.969957466452876,0,-0.552289774,-0.553019876,4.864647816375355,11.288403372613477,523
41,12.872609293323928,80.18839022637441,0,0,5.440919543156055,0,-1.37025996,-0.59522448,3.475435103244376,8.643393029642155,541
42,12.872609293323928,80.19737333812432,0,0.3515283066107603,155.37326582098683,1.3825513472292963,-0.640779622,0,156.46656585313917,299.9329265844629,134
43,12.872609293323928,80.20635644987422,0,1.3667566044741175,279.72622852224777,5.100738243,0,0,286.19372337003455,546.9287035113236,36
44,12.872609293323928,80.21533956162413,0,2.0538022384088532,194.27307150194383,7.9239708389033074,0,0,204.25084457925598,390.9124506467993,88
45,12.872609293323928,80.22432267337405,0,1.1927862576771369,29.503151436890242,7.244110388282327,0,0,37.94004808284971,74.26275926197887,364
46,12.872609293323928,80.23330578512396,0,0,10.169802984779786,6.199904645897614,0,-1.046060265,15.323647365966321,31.201957088553495,448
47,12.872609293323928,80.24228889687387,0,0,9.027931320487598,5.430103442088667,0,-1.942184783,12.515849979407138,25.856013261363163,463
48,12.872609293323928,80.25127200862377,0,0,6.125360361565144,2.9981825887438145,0,-1.393634494,7.729908456073972,16.743755138169156,490
49,12.872609293323928,80.26025512037369,0,0,2.2753613478258234,0,0,-0.386484184,1.8888771642511513,5.622644573559827,584
50,12.872609293323928,80.26923823,0,0,0,0,0,0,0,2.026291337786069,632
51,12.872609293323928,80.27822134387351,0,0,0,0,0,0,0,2.026291337786069,632
52,12.88165301,80.13449155587494,0,0,2.5458004578282285,0.7068373771605339,0,-0.328381676,2.9242561587549343,7.593968420133029,553
53,12.88165301,80.14347466762486,0,0,0,2.5449057287906065,0,-0.443623157,2.101282571957411,6.027056723676056,580
54,12.88165301,80.15245777937477,0,0,0,4.241726821903172,0,0,4.241726821903172,10.102384516279011,534
55,12.88165301,80.16144089112467,0,0,0.45113301184979754,3.173581232580101,0,0,3.6247142444298985,8.927615070437975,540
56,12.88165301,80.17042400287458,0,0,1.915360545643102,1.2860405379284385,-0.571507294,-1.110138041,1.5197557482329267,4.919850859,592
57,12.88165301,80.17940711,0,0.9533564467273046,2.5716901863783006,1.5495167248425479,-3.131959719,-3.006852667,-1.064249028,0,646
58,12.88165301,80.18839022637441,0,1.1281040659594852,34.546673267169595,1.5572917659280243,-4.392406249,-3.154876243,29.684786606681236,58.54504247029584,390
59,12.88165301,80.19737333812432,0,0.9135116141286013,306.49761146490107,1.732665234623462,-2.504814226,-1.012770034,305.62620405364834,583.9274380549392,24
60,12.88165301,80.20635644987422,0,1.5456125296856258,515.0789197368566,4.901954604002792,-0.455407364,0,521.0710795065046,994.1266239151437,2
61,12.88165301,80.21533956162413,0,2.3225321248884705,353.3230982245284,8.935275818454171,0,0,364.58090616787103,696.1750408770206,15
62,12.88165301,80.22432267337405,0,1.3488827336189453,86.75334101370221,8.250066852,0,0,96.35229059918007,185.4775387924886,232
63,12.88165301,80.23330578512396,0,0,13.701590905680916,5.637467298679771,0,-0.523111064,18.815947140451165,37.851168499418215,432
64,12.88165301,80.24228889687387,0,0,9.291741108636323,4.201727735684635,0,-0.97122111,12.522247734127784,25.868194353033257,462
65,12.88165301,80.25127200862377,0,0,5.491930928846002,2.063225402324635,0,-0.696917902,6.858238428781748,15.084127194907845,497
66,12.88165301,80.26025512037369,0,0,2.201718938504641,0,0,0,2.201718938504641,6.218283902794763,577
67,12.88165301,80.26923823,0,0,0,0,0,0,0,2.026291337786069,632
68,12.88165301,80.27822134387351,0,0,0,0,0,0,0,2.026291337786069,632
69,12.89069672798307,80.13449155587494,0.9557179345335373,0,34.26584996866883,1.044665116085774,0,-1.42444451,34.84178850898232,68.36378602,375
70,12.89069672798307,80.14347466762486,0,0,0.5460102420134716,3.659184648819422,0,-1.512559648,2.6926352430919867,7.152970643632533,561
71,12.89069672798307,80.15245777937477,0,0,0,5.576176691311979,0,-0.789842392,4.786334299540208,11.139297292554238,525
72,12.89069672798307,80.16144089112467,0,0,2.258806493,3.947697846679015,0,0,6.206504339749755,13.843249257308603,505
73,12.89069672798307,80.17042400287458,0,0.6409195671086022,5.0049562294078465,2.2565395521419562,-0.896831056,-1.904121849,5.101462444108426,11.739289787487383,520
74,12.89069672798307,80.17940711,0,1.9620267038317063,6.189683932,3.3989786473284194,-4.065288057,-5.108524703,2.3768765232618962,6.551777556397065,571
75,12.89069672798307,80.18839022637441,0,2.321646789492752,31.737500940946486,3.4121960812035974,-5.42091945,-5.311564938,26.738859423656848,52.93610454805468,402
76,12.89069672798307,80.19737333812432,0.43932005823238346,1.0618843787100738,256.65997382702244,3.0441037580422066,-2.945131363,-2.140116532,256.1200341268661,489.66949594172934,51
77,12.89069672798307,80.20635644987422,1.163192914728094,1.975007995608624,430.63266392138576,4.544091627992723,-0.459584917,0,437.85537154250324,835.6869507232727,6
78,12.89069672798307,80.21533956162413,0.7364017976726693,4.044716919,309.4561429570965,10.016912740074613,0,0,324.2541744140806,619.3944142826906,20
79,12.89069672798307,80.22432267337405,0,3.9675552981518964,89.80866890234786,15.694712837480228,0,0,109.47093703797998,210.45496319152528,200
80,12.89069672798307,80.23330578512396,0,1.2325501737714268,39.184610549140466,11.218192865211021,0,0,51.63535358812292,100.33812149355414,327
81,12.89069672798307,80.24228889687387,0,0,11.509768050027166,5.841887788335606,0,0,17.351655838362774,35.06321126109313,437
82,12.89069672798307,80.25127200862377,0,0,5.275531929347726,2.846113745938717,0,0,8.121645675286443,17.489608517388923,485
83,12.89069672798307,80.26025512037369,0,0,0.9809445810667877,0.5088718416187243,0,0,1.4898164226855122,4.862847474859217,594
84,12.89069672798307,80.26923823,0,0,0,0,0,0,0,2.026291337786069,632
85,12.89069672798307,80.27822134387351,0,0,0,0,0,0,0,2.026291337786069,632
86,12.899740445312641,80.13449155587494,0.9970088268085817,0,20.771851292272892,1.4747512657820432,-1.687602339,-2.545704867,19.01030417872732,38.22121721234072,431
87,12.899740445312641,80.14347466762486,0,0,5.204279914059013,4.184651962397867,-2.28290233,-3.66164407,3.4443854760623807,8.584275671828257,542
88,12.899740445312641,80.15245777937477,0,0,3.930668610298785,5.495873501731031,-1.204101146,-2.483428906,5.7390120602241925,12.95316100594391,509
89,12.899740445312641,80.16144089112467,0,0,8.140348865635831,3.865487103907707,0,-0.281829068,11.724006901645621,24.348372918820466,467
90,12.899740445312641,80.17042400287458,0,0.48477433235415734,12.683667926524329,2.1688401444207726,-0.517211841,-1.250380694,13.569689868209613,27.862485977435618,457
91,12.899740445312641,80.17940711,0.5451762301991161,1.4839646458291686,13.632668537447126,4.152336253935678,-2.443567614,-3.318537056,14.052040997689737,28.780864937230334,454
92,12.899740445312641,80.18839022637441,2.4833267094517484,1.7559500748925096,10.336312820990567,6.227245064061998,-4.511330775,-3.414305391,12.877198503038908,26.544007672434564,460
93,12.899740445312641,80.19737333812432,4.387480533234465,0.8031662403406126,74.73045936262449,6.637420922604171,-3.101904235,-1.361733512,82.09488931201376,158.3319666911109,254
94,12.899740445312641,80.20635644987422,3.965082552566874,3.4184582582273695,146.84165514474967,7.16630136,0,0,161.39149731550276,309.3098164827836,130
95,12.899740445312641,80.21533956162413,2.8833593816390026,17.99793823989106,133.52993235441724,18.80656710587326,0,0,173.21779708182055,331.82665994766245,120
96,12.899740445312641,80.22432267337405,0.8620321836290612,22.93081010381688,90.53746612457095,27.731611691151844,0,0,142.06192010316875,272.5070063957254,156
97,12.899740445312641,80.23330578512396,0.5950979495811967,12.648744038638766,66.46864118825346,21.38973623681504,0,0,101.10221941328847,194.5212300306566,218
98,12.899740445312641,80.24228889687387,0.5168836429628593,1.8605092969126638,22.349989789725363,7.5553614040648895,0,0,32.28274413366577,63.49145885745025,382
99,12.899740445312641,80.25127200862377,0,0,5.588723606786222,2.846678266082735,0,0,8.435401872868958,18.086988875294463,482
100,12.899740445312641,80.26025512037369,0,0,0.999140797,0.561621218,0,0,1.560762015235733,4.997925295778836,591
101,12.899740445312641,80.26923823,0,0,0,0,0,0,0,2.026291337786069,632
102,12.899740445312641,80.27822134387351,0,0,0,0,0,0,0,2.026291337786069,632
103,12.908784162642213,80.13449155587494,2.0456875909853283,2.2996501085637022,21.351600978873286,7.622469985618455,-4.048517983,-4.421954177,24.848936503674032,49.33776023150522,409
104,12.908784162642213,80.14347466762486,1.3948613282391178,2.049856462247396,17.530573531584235,10.283984888922603,-5.483531029,-6.206971232,19.56877395,39.28452329064303,429
105,12.908784162642213,80.15245777937477,1.1741059551274162,0.9392358616431937,14.342701259257309,9.082828265773927,-2.895990186,-4.963650225,17.679230930921467,35.68690229107568,435
