objectid,x,y,lgd_state_,lgd_distri,pincode,schcd,schname,schmgt,schcat,schtype,rururb,school_cat,school_typ,stcode11,dtcode11,sdtcode11,sdtname,subdt_lgd,vilcode11,stname,dtname,vilname,management,location
83860,8922475.818725586,1453084.750915527,33,730,600064,33030903221,MPS HASTHINAPURAM,3,1,3,2,Primary,Co-education,33,787, ,Pallavaram,6629,803356,TAMIL NADU,Chengalpattu,Pallavaram (M),Local Body,Urban
83891,8922426.281,1453136.6072998047,33,730,600064,33030903223,MPL HSS HASTHINAPURAM,3,5,3,2,Up. Pr. Secondary and Higher Sec,Co-education,33,787, ,Pallavaram,6629,803356,TAMIL NADU,Chengalpattu,Pallavaram (M),Local Body,Urban
83906,8922288.913330078,1453181.153503418,33,730,600044,33030903229," SAVIOUR JESUS MATRICULATION HIGHER SECONDARY SCHOOL,CHROMEPET",5,3,3,2,Pr. with Up.Pr. Sec. and H.Sec.,Co-education,33,787, ,Pallavaram,6629,803356,TAMIL NADU,Chengalpattu,Pallavaram (M),Pvt. Unaided (Recognized),Urban
84301,8922803.543273926,1453890.9334716797,33,730,600044,33030903255,MPL HSS ZAMIN ROYAPET,3,5,3,2,Up. Pr. Secondary and Higher Sec,Co-education,33,787, ,Pallavaram,6629,803356,TAMIL NADU,Chengalpattu,Pallavaram (M),Local Body,Urban
84302,8922834.935302734,1453892.7611083984,33,730,600044,33030903230,PALLAVAPURAM MUNICIPAL PRIMARY SCHOOL ZAMINROYAPETAI CHROMEPET,3,1,3,2,Primary,Co-education,33,787, ,Pallavaram,6629,803356,TAMIL NADU,Chengalpattu,Pallavaram (M),Local Body,Urban
84383,8922220.897094727,1454060.5568847656,33,730,600044,33030903266,"NAVABHARATH NURSERY & PRIMARY SCHOOL, CHROMEPET",5,1,3,2,Primary,Co-education,33,787, ,Pallavaram,6629,803356,TAMIL NADU,Chengalpattu,Pallavaram (M),Pvt. Unaided (Recognized),Urban
84397,8922554.632873535,1454106.0184936523,33,730,600044,33030903234,"Neelaram Mat.HSS,Chrompet",5,3,3,2,Pr. with Up.Pr. Sec. and H.Sec.,Co-education,33,787, ,Pallavaram,6629,803356,TAMIL NADU,Chengalpattu,Pallavaram (M),Pvt. Unaided (Recognized),Urban
84502,8922187.835083008,1454285.0097045898,33,730,600044,33030903256,"ECI-CHRIST CHURCH NURSERY & PRIMARY SCHOOL, RADHA",5,1,3,2,Primary,Co-education,33,787, ,Pallavaram,6629,803356,TAMIL NADU,Chengalpattu,Pallavaram (M),Pvt. Unaided (Recognized),Urban
85301,8922319.303527832,1455570.6494750977,33,730,600043,33030903210,"ST. MARY MATRIC HR SEC SCHOOL, ZAMIN PALLAVARAM",5,3,3,2,Pr. with Up.Pr. Sec. and H.Sec.,Co-education,33,787, ,Pallavaram,6629,803356,TAMIL NADU,Chengalpattu,Pallavaram (M),Pvt. Unaided (Recognized),Urban
85354,8922406.355285645,1455661.6917114258,33,730,600043,33030903288,"BENNY NURSERY & PRIMARY SCHOOL, PALLAVARAM",5,1,3,2,Primary,Co-education,33,787, ,Pallavaram,6629,803356,TAMIL NADU,Chengalpattu,Pallavaram (M),Pvt. Unaided (Recognized),Urban
85423,8922668.624084473,1455756.047,33,730,600043,33030903297,"Lillies Garden NPS, Pallavaram",5,1,3,2,Primary,Co-education,33,787, ,Pallavaram,6629,803356,TAMIL NADU,Chengalpattu,Pallavaram (M),Pvt. Unaided (Recognized),Urban
85445,8922910.743896484,1455807.5653076172,33,730,600043,33030903211,PAM MS PALLAVARAM,4,2,3,2,Primary with Upper Primary,Co-education,33,787, ,Pallavaram,6629,803356,TAMIL NADU,Chengalpattu,Pallavaram (M),Government Aided,Urban
85566,8922193.735107422,1455995.477478027,33,730,600043,33030903207,MPL PS ESA PALLAVARAM,3,1,3,2,Primary,Co-education,33,787, ,Pallavaram,6629,803354,TAMIL NADU,Chengalpattu,Pammal (M),Local Body,Urban
85571,8922242.715698242,1456014.896911621,33,730,600043,33030903209,"MMA GHSS, Pallavaram",1,5,3,2,Up. Pr. Secondary and Higher Sec,Co-education,33,787, ,Pallavaram,6629,803354,TAMIL NADU,Chengalpattu,Pammal (M),Department of Education,Urban
85779,8922898.832702637,1456349.0294799805,33,730,600043,33030903296,"Sri Venkateswara NPS, Pallavaram",5,1,3,2,Primary,Co-education,33,787, ,Pallavaram,6629,803354,TAMIL NADU,Chengalpattu,Pammal (M),Pvt. Unaided (Recognized),Urban
85802,8922220.563110352,1456400.663330078,33,730,600043,33030903264,LAWRENCE NURSERY & PRIMARY SCHOOL,5,1,3,2,Primary,Co-education,33,787, ,Pallavaram,6629,803354,TAMIL NADU,Chengalpattu,Pammal (M),Pvt. Unaided (Recognized),Urban
85859,8922278.449279785,1456498.7907104492,33,730,600043,33030903254,ARINGNAR ANNA CANTONMENT HIGH SCHOOL PALLAVARAM,4,7,3,2,Upper Pr. and Secondary,Co-education,33,787, ,Pallavaram,6629,803354,TAMIL NADU,Chengalpattu,Pammal (M),Government Aided,Urban
85865,8922321.975097656,1456518.7819213867,33,730,600043,33030903206,"DOCTOR APJ ABDULKALAM CANTONMENT PS, PALLAVARAM",4,1,3,2,Primary,Co-education,33,787, ,Pallavaram,6629,803354,TAMIL NADU,Chengalpattu,Pammal (M),Government Aided,Urban
85894,8922302.828,1456557.9642944336,33,730,600043,33030903290,"DOCTOR B.R. AMBEDKAR CANTONMENT MONTESSORI SCHOOL, PALLAVARAM",5,1,3,2,Primary,Co-education,33,787, ,Pallavaram,6629,803354,TAMIL NADU,Chengalpattu,Pammal (M),Pvt. Unaided (Recognized),Urban
86245,8922392.774291992,1457193.1173095703,33,730,600043,33030903270,C.S.I ST.STEPHEN'S MATRICULATION SCHOOL PALLAVARAM,5,6,3,2,Pr. Up Pr. and Secondary Only,Co-education,33,787, ,Pallavaram,6629,803354,TAMIL NADU,Chengalpattu,Pammal (M),Pvt. Unaided (Recognized),Urban
86833,8922212.659301758,1458181.9736938477,33,730,600074,33031400402,GHS COWLBAZAR,1,7,3,1,Upper Pr. and Secondary,Co-education,33,787, ,Pallavaram,6629,629374,TAMIL NADU,Chengalpattu,Cowl Bazaar (OG),Department of Education,Rural
86999,8922320.639282227,1458474.4332885742,33,730,600074,33031400401,"PUPS, COWELBAZAR",1,1,3,1,Primary,Co-education,33,787, ,Pallavaram,6629,629374,TAMIL NADU,Chengalpattu,Cowl Bazaar (OG),Department of Education,Rural
87258,8922241.268493652,1458823.903503418,33,730,600070,33030901819,LITTLE STAR NURSERY AND PRIMARY SCHOOL.ANAKAPUTHUR,5,1,3,2,Primary,Co-education,33,787, ,Pallavaram,6629,629374,TAMIL NADU,Chengalpattu,Cowl Bazaar (OG),Pvt. Unaided (Recognized),Urban
87539,8922596.711730957,1459253.5783081057,33,574,600122,33030501403,"PANCHAYATH UNION PRIMARY SCHOOL,ANNAI INDIRA NAGAR, GERUGAMPAKKAM",1,1,3,1,Primary,Co-education,33,787, ,Pallavaram,6629,629359,TAMIL NADU,Chengalpattu,Kolapakkam (OG),Department of Education,Rural
79705,8926266.692504883,1443371.571472168,33,730,600127,33030600302,light house N and PS Ponmar,5,3,3,1,Pr. with Up.Pr. Sec. and H.Sec.,Co-education,33,787, ,Tiruporur,5958,629397,TAMIL NADU,Chengalpattu,Ponmar,Pvt. Unaided (Recognized),Rural
79882,8926758.947509766,1443908.8032836914,33,730,600130,33031402001,PUMS OTTIYAMPAKKAAM,1,2,3,1,Primary with Upper Primary,Co-education,33,787,05703,Tambaram,5703,629377,TAMIL NADU,Chengalpattu,Ottiambakkam,Department of Education,Rural
80920,8926044.276306152,1446812.6557006836,33,730,600131,33031402601,PUPS Sithalapakkam,1,1,3,1,Primary,Co-education,33,787,05703,Tambaram,5703,629376,TAMIL NADU,Chengalpattu,Sittalapakkam,Department of Education,Rural
80941,8926355.525512695,1446832.5258789062,33,730,600126,33031402604,Alpha Nursery & Primary School,5,3,3,1,Pr. with Up.Pr. Sec. and H.Sec.,Co-education,33,787,05703,Tambaram,5703,629376,TAMIL NADU,Chengalpattu,Sittalapakkam,Pvt. Unaided (Recognized),Rural
81171,8926164.501281738,1447425.8939208984,33,730,600100,33031402410,NETHAJI VIDHYALAYAM,5,6,3,1,Pr. Up Pr. and Secondary Only,Co-education,33,787,05703,Tambaram,5703,629376,TAMIL NADU,Chengalpattu,Sittalapakkam,Pvt. Unaided (Recognized),Rural
81227,8926170.623901367,1447569.0988769531,33,730,600126,33031402607,SIVASAKTHI NURSERY & PRIMARY SCHOOL,5,1,3,1,Primary,Co-education,33,787,05703,Tambaram,5703,629376,TAMIL NADU,Chengalpattu,Sittalapakkam,Pvt. Unaided (Recognized),Rural
82360,8926721.989318848,1450082.3834838867,33,730,600100,33031401509,"NETHAJI VIDHYALAYAM NURSERY & PRIMARY SCHOOL, MED",5,1,3,1,Primary,Co-education,33,787,05703,Tambaram,5703,629387,TAMIL NADU,Chengalpattu,Medavakkam (CT),Pvt. Unaided (Recognized),Rural
82410,8926511.707,1450189.169128418,33,730,600100,33031401506,BORN SCHOLARS  MATRICULATION HIGHER SECONDARY SCHOOL,5,3,3,1,Pr. with Up.Pr. Sec. and H.Sec.,Co-education,33,787,05703,Tambaram,5703,629387,TAMIL NADU,Chengalpattu,Medavakkam (CT),Pvt. Unaided (Recognized),Rural
82434,8926788.892,1450229.5991210938,33,730,600044,33031401507,"Christ The King Matriculation HSS, Medavakkam",5,3,3,1,Pr. with Up.Pr. Sec. and H.Sec.,Co-education,33,787,05703,Tambaram,5703,629387,TAMIL NADU,Chengalpattu,Medavakkam (CT),Pvt. Unaided (Recognized),Rural
82472,8926261.905883789,1450285.7902832031,33,730,600100,33031401516,Thiru Valluvar Thamizhvazhi Mazhilayar Thodakkapalli,5,1,3,1,Primary,Co-education,33,787,05703,Tambaram,5703,629387,TAMIL NADU,Chengalpattu,Medavakkam (CT),Pvt. Unaided (Recognized),Rural
82473,8926652.748718262,1450286.0186767578,33,730,600100,33031401510,"St.Joseph MHSS,Medavakkam",5,3,3,1,Pr. with Up.Pr. Sec. and H.Sec.,Co-education,33,787,05703,Tambaram,5703,629387,TAMIL NADU,Chengalpattu,Medavakkam (CT),Pvt. Unaided (Recognized),Rural
82479,8926793.011108398,1450313.6574707031,33,730,600100,33031401511,SRI SARASWATHY VIDHYALAYA NURSERY & PRIMARY SCHOOL,5,1,3,1,Primary,Co-education,33,787,05703,Tambaram,5703,629387,TAMIL NADU,Chengalpattu,Medavakkam (CT),Pvt. Unaided (Recognized),Rural
82577,8926553.562927246,1450487.1427001953,33,730,600100,33031401512,NEW LIFE NURSERY & PRIMARY SCHOOL,5,1,3,1,Primary,Co-education,33,787,05703,Tambaram,5703,629387,TAMIL NADU,Chengalpattu,Medavakkam (CT),Pvt. Unaided (Recognized),Rural
83212,8926454.822509766,1451773.8674926758,33,730,600100,33031401515,Velammal New Gen School,5,2,3,1,Primary with Upper Primary,Co-education,33,787,05703,Tambaram,5703,629387,TAMIL NADU,Chengalpattu,Medavakkam (CT),Pvt. Unaided (Recognized),Rural
83595,8926036.483886719,1452629.2415161133,33,730,600129,33031400811,AVG VIDYALAYA MATRICULATION SCHOOL,5,3,3,1,Pr. with Up.Pr. Sec. and H.Sec.,Co-education,33,787,05703,Tambaram,5703,629391,TAMIL NADU,Chengalpattu,Nanmangalam (OG),Pvt. Unaided (Recognized),Rural
83715,8926060.974121094,1452870.587524414,33,730,600129,33031400807,"JAI SRIRAM NURSERY & PRIMARY SCHOOL, KOVILAMBAKKAM",5,1,3,1,Primary,Co-education,33,787,05703,Tambaram,5703,629391,TAMIL NADU,Chengalpattu,Nanmangalam (OG),Pvt. Unaided (Recognized),Rural
83843,8926348.846496582,1453040.8900756836,33,730,600129,33031400808,"The Golden Nursery And Primary School, s.kolathur",5,1,3,1,Primary,Co-education,33,787,05703,Tambaram,5703,629391,TAMIL NADU,Chengalpattu,Nanmangalam (OG),Pvt. Unaided (Recognized),Rural
84449,8926232.406,1454186.090270996,33,730,600100,33031401514,Ravindra Bharathi Global School,5,6,3,1,Pr. Up Pr. and Secondary Only,Co-education,33,787, ,Pallavaram,6629,803356,TAMIL NADU,Chengalpattu,Pallavaram (M),Pvt. Unaided (Recognized),Rural
84450,8926236.858886719,1454191.5731201172,33,730,600117,33030903170,RAVINDRA BHARATHI  GLOBAL KEELKATTALAI,5,6,3,2,Pr. Up Pr. and Secondary Only,Co-education,33,787, ,Pallavaram,6629,803356,TAMIL NADU,Chengalpattu,Pallavaram (M),Pvt. Unaided (Recognized),Urban
84770,8926147.024108887,1454709.1331176758,33,730,600117,33030903105,MMS Keelkattalai,3,2,3,2,Primary with Upper Primary,Co-education,33,787, ,Pallavaram,6629,803356,TAMIL NADU,Chengalpattu,Pallavaram (M),Local Body,Urban
84888,8926077.672,1454894.5247192385,33,730,600117,33030903283,"Sri Sankara Global Academy, Keelkatalai",5,6,3,2,Pr. Up Pr. and Secondary Only,Co-education,33,787, ,Pallavaram,6629,803356,TAMIL NADU,Chengalpattu,Pallavaram (M),Pvt. Unaided (Recognized),Urban
85104,8926323.688110352,1455201.4575195312,33,730,600117,33030903125,"HOLY FAMILY CONVENT MATRIC HIGHER SECONDARY SCHOOL, KEELKATTALAI",5,3,3,2,Pr. with Up.Pr. Sec. and H.Sec.,Co-education,33,787, ,Pallavaram,6629,803356,TAMIL NADU,Chengalpattu,Pallavaram (M),Pvt. Unaided (Recognized),Urban
85629,8926339.495483398,1456114.5078735352,33,730,600091,33031401605,kalaimagal Vidhya Mandir MHSS  madipakkam,5,3,3,2,Pr. with Up.Pr. Sec. and H.Sec.,Co-education,33,787, ,Pallavaram,6629,629373,TAMIL NADU,Chengalpattu,Moovarasampettai (CT),Pvt. Unaided (Recognized),Urban
85655,8926810.265686035,1456162.2575073242,33,730,600091,33031401009,"SAI RAM VIDYALAYA SENIOR SECONDARY SCHOOL(CBSE), MADIPAKKAM",5,3,3,2,Pr. with Up.Pr. Sec. and H.Sec.,Co-education,33,787, ,Pallavaram,6629,629373,TAMIL NADU,Chengalpattu,Moovarasampettai (CT),Pvt. Unaided (Recognized),Urban
85669,8926104.388671875,1456178.2501220703,33,730,600091,33031401601,PUPS MOOVARASAMPET,1,1,3,1,Primary,Co-education,33,787, ,Pallavaram,6629,629372,TAMIL NADU,Chengalpattu,Tirusulam (CT),Department of Education,Rural
85671,8926118.860290527,1456181.6771240234,33,730,600091,33031401602,"GHSS, MOOVARASAMPET",1,5,3,1,Up. Pr. Secondary and Higher Sec,Co-education,33,787, ,Pallavaram,6629,629372,TAMIL NADU,Chengalpattu,Tirusulam (CT),Department of Education,Rural
80926,8921399.247924805,1446821.7915039062,33,730,600126,33031403310,Lord Christ N&P School,5,1,3,1,Primary,Co-education,33,787,05703,Tambaram,5703,,TAMIL NADU,Chengalpattu, ,Pvt. Unaided (Recognized),Rural
81351,8921494.426086426,1447910.4412841797,33,730,600073,33031402806,"Shree Bharath Vidyaasharam, Thiruvanchery",5,3,3,1,Pr. with Up.Pr. Sec. and H.Sec.,Co-education,33,787,05703,Tambaram,5703,629370,TAMIL NADU,Chengalpattu,Tiruvancheri (OG),Pvt. Unaided (Recognized),Rural
81948,8921308.745117188,1449152.5098876953,33,730,600073,33030903361,MPS MGR Nagar,3,1,3,2,Primary,Co-education,33,787,05703,Tambaram,5703,803345,TAMIL NADU,Chengalpattu,Tambaram (M),Local Body,Urban
82197,8921666.303283691,1449689.964477539,33,730,600073,33030903335,ZION MAT HSS SELAIYUR,5,3,3,2,Pr. with Up.Pr. Sec. and H.Sec.,Co-education,33,787,05703,Tambaram,5703,803345,TAMIL NADU,Chengalpattu,Tambaram (M),Pvt. Unaided (Recognized),Urban
82261,8921719.180114746,1449865.1591186523,33,730,600073,33030903394,"ALWIN MEMORIAL PUBLIC SC,SELAIYUR",5,3,3,2,Pr. with Up.Pr. Sec. and H.Sec.,Co-education,33,787,05703,Tambaram,5703,803345,TAMIL NADU,Chengalpattu,Tambaram (M),Pvt. Unaided (Recognized),Urban
82394,8921882.931091309,1450142.0004882812,33,730,600073,33031402802,KENDRIYA VIDYALAYA NO.1 AFS TAMBARAM (Code-1778),92,3,3,1,Pr. with Up.Pr. Sec. and H.Sec.,Co-education,33,787,05703,Tambaram,5703,803345,TAMIL NADU,Chengalpattu,Tambaram (M),Kendriya Vidyalaya(KV),Rural
82461,8921218.91,1450262.4915161133,33,730,600073,33030903369,INFANT JESUS NURSERY & PRIMARY SCHOOL,5,1,3,2,Primary,Co-education,33,787,05703,Tambaram,5703,803345,TAMIL NADU,Chengalpattu,Tambaram (M),Pvt. Unaided (Recognized),Urban
82746,8921476.948913574,1450825.6646728516,33,730,600073,33030903334,ST MARKS MAT SCHOOL,5,6,3,2,Pr. Up Pr. and Secondary Only,Co-education,33,787,05703,Tambaram,5703,803345,TAMIL NADU,Chengalpattu,Tambaram (M),Pvt. Unaided (Recognized),Urban
83003,8921502.107,1451304.5590820312,33,730,600073,33030903333,"SRI VENKATESWARA VID MATRIC SCHOOL, SELAIYUR",5,6,3,2,Pr. Up Pr. and Secondary Only,Co-education,33,787,05703,Tambaram,5703,803345,TAMIL NADU,Chengalpattu,Tambaram (M),Pvt. Unaided (Recognized),Urban
83175,8921695.358,1451683.637084961,33,730,600064,33031403118,"Grace International School, Chitlapakkam",5,3,3,2,Pr. with Up.Pr. Sec. and H.Sec.,Co-education,33,787,05703,Tambaram,5703,803343,TAMIL NADU,Chengalpattu,Chitlapakkam (TP),Pvt. Unaided (Recognized),Urban
83460,8921917.328674316,1452326.219909668,33,730,600064,33031403105,Rosily MHSS Chitlapakkam,5,3,3,2,Pr. with Up.Pr. Sec. and H.Sec.,Co-education,33,787,05703,Tambaram,5703,803343,TAMIL NADU,Chengalpattu,Chitlapakkam (TP),Pvt. Unaided (Recognized),Urban
83466,8921874.248,1452347.1217041016,33,730,600064,33031403104,ADWPS CHITLAPAKKAM,2,1,3,2,Primary,Co-education,33,787,05703,Tambaram,5703,803343,TAMIL NADU,Chengalpattu,Chitlapakkam (TP),Tribal Welfare Department,Urban
83477,8921849.424,1452379.5596923828,33,730,600047,33031403114,"VICTORY NURSERY & PRIMARY SCHOOL, SANATORIUM",5,1,3,2,Primary,Co-education,33,787,05703,Tambaram,5703,803343,TAMIL NADU,Chengalpattu,Chitlapakkam (TP),Pvt. Unaided (Recognized),Urban
83902,8921321.769470215,1453167.2185058594,33,730,600044,33030903239,"N.S.N Matric Hr.Sec,School Chrompet",5,3,3,2,Pr. with Up.Pr. Sec. and H.Sec.,Co-education,33,787, ,Pallavaram,6629,803356,TAMIL NADU,Chengalpattu,Pallavaram (M),Pvt. Unaided (Recognized),Urban
83953,8921276.128479004,1453239.6348876953,33,730,600044,33030903243,SRI AIYASWAMY AIYAR HS CHROMPET,4,7,3,2,Upper Pr. and Secondary,Co-education,33,787, ,Pallavaram,6629,803356,TAMIL NADU,Chengalpattu,Pallavaram (M),Government Aided,Urban
83959,8921247.631,1453248.2014770508,33,730,600044,33030903242,"SRI AIYASWAMI AIYAR ELEMENTARY SCHOOL,  CHROMPET",4,1,3,2,Primary,Co-education,33,787, ,Pallavaram,6629,803356,TAMIL NADU,Chengalpattu,Pallavaram (M),Government Aided,Urban
83969,8921219.466918945,1453258.938293457,33,730,600044,33030903298,"Sri Ayyasamy Iyer NP School, Chromepet",5,1,3,2,Primary,Co-education,33,787, ,Pallavaram,6629,803356,TAMIL NADU,Chengalpattu,Pallavaram (M),Pvt. Unaided (Recognized),Urban
84050,8921911.762695312,1453397.2611083984,33,730,600044,33030903235,"CES MIDDLE SCHOOL,  CHROMPET",4,2,3,2,Primary with Upper Primary,Co-education,33,787, ,Pallavaram,6629,803356,TAMIL NADU,Chengalpattu,Pallavaram (M),Government Aided,Urban
84095,8921481.179077148,1453463.1672973633,33,730,600044,33030903294,SMT RAMKUWAR DEVI FOMRA VIVEKANANDA VIDYALAYA,5,3,3,2,Pr. with Up.Pr. Sec. and H.Sec.,Co-education,33,787, ,Pallavaram,6629,803356,TAMIL NADU,Chengalpattu,Pallavaram (M),Pvt. Unaided (Recognized),Urban
84390,8921787.752929688,1454078.147521973,33,730,600044,33030903233,VENKATESWARA MS CHROMEPET,4,2,3,2,Primary with Upper Primary,Co-education,33,787, ,Pallavaram,6629,803356,TAMIL NADU,Chengalpattu,Pallavaram (M),Government Aided,Urban
84445,8921369.971,1454181.2929077148,33,730,600044,33030903259,"ST.MARY'S NURSERY & PRIMARY SCHOOL, CHROMEPET",5,1,3,2,Primary,Co-education,33,787, ,Pallavaram,6629,803356,TAMIL NADU,Chengalpattu,Pallavaram (M),Pvt. Unaided (Recognized),Urban
84592,8921838.848510742,1454463.4309082031,33,730,600044,33030903279,GGN International School,5,6,3,2,Pr. Up Pr. and Secondary Only,Co-education,33,787, ,Pallavaram,6629,803356,TAMIL NADU,Chengalpattu,Pallavaram (M),Pvt. Unaided (Recognized),Urban
84731,8921305.294311523,1454659.5582885742,33,730,600044,33030903252,"Holy Angels MHSS chrompet,ch-44",5,3,3,2,Pr. with Up.Pr. Sec. and H.Sec.,Co-education,33,787, ,Pallavaram,6629,803356,TAMIL NADU,Chengalpattu,Pallavaram (M),Pvt. Unaided (Recognized),Urban
84743,8921425.964477539,1454686.9729003906,33,730,600044,33030903251,HOLY ANGELS GIRLS HIGH SCHOOL CHROMEPET,4,7,2,2,Upper Pr. and Secondary,Girls,33,787, ,Pallavaram,6629,803356,TAMIL NADU,Chengalpattu,Pallavaram (M),Government Aided,Urban
84771,8921397.355285645,1454717.129,33,730,600044,33030903249,HOLY ANGELS PS,4,1,3,2,Primary,Co-education,33,787, ,Pallavaram,6629,803356,TAMIL NADU,Chengalpattu,Pallavaram (M),Government Aided,Urban
85019,8921764.821105957,1455092.4829101562,33,730,600600,33030904502,"Sri Chaitanya Techno School, Chrompet",5,6,3,2,Pr. Up Pr. and Secondary Only,Co-education,33,787, ,Pallavaram,6629,803356,TAMIL NADU,Chengalpattu,Pallavaram (M),Pvt. Unaided (Recognized),Urban
85533,8921309.635681152,1455949.8984985352,33,730,600075,33030903260,"AYEESHA NURSERY & PRIMARY SCHOOL, PALLAVARAM",5,1,3,2,Primary,Co-education,33,787, ,Pallavaram,6629,803354,TAMIL NADU,Chengalpattu,Pammal (M),Pvt. Unaided (Recognized),Urban
85643,8921922.115478516,1456141.6954956057,33,730,600043,33030903204,MMS URDU PALLAVARAM,3,2,3,2,Primary with Upper Primary,Co-education,33,787, ,Pallavaram,6629,803356,TAMIL NADU,Chengalpattu,Pallavaram (M),Local Body,Urban
85711,8921652.834,1456220.7448730469,33,730,600043,33030903205,"KAVITHA MHSS, PALLAVARAM",5,3,3,2,Pr. with Up.Pr. Sec. and H.Sec.,Co-education,33,787, ,Pallavaram,6629,803354,TAMIL NADU,Chengalpattu,Pammal (M),Pvt. Unaided (Recognized),Urban
85838,8921740.664672852,1456448.9844970703,33,730,600043,33030903216,"ST.FRANCIS XAVIER NUR & PRI SCHOOL, PALLAVARAM",5,3,3,2,Pr. with Up.Pr. Sec. and H.Sec.,Co-education,33,787, ,Pallavaram,6629,803354,TAMIL NADU,Chengalpattu,Pammal (M),Pvt. Unaided (Recognized),Urban
85863,8921774.06,1456509.528930664,33,730,600043,33030903202,"ST.THERESA  GIRLS HSS, PALLAVARAM",4,5,2,2,Up. Pr. Secondary and Higher Sec,Girls,33,787, ,Pallavaram,6629,803354,TAMIL NADU,Chengalpattu,Pammal (M),Government Aided,Urban
85886,8921861.891723633,1456536.0313110352,33,730,600043,33030903215,St.Sebastian  MHSS Pallavaram,5,3,3,2,Pr. with Up.Pr. Sec. and H.Sec.,Co-education,33,787, ,Pallavaram,6629,803356,TAMIL NADU,Chengalpattu,Pallavaram (M),Pvt. Unaided (Recognized),Urban
85908,8921685.784301758,1456575.8992919922,33,730,600043,33030903201,"ST.JOSEPH PS, PALLAVARAM",4,1,3,2,Primary,Co-education,33,787, ,Pallavaram,6629,803354,TAMIL NADU,Chengalpattu,Pammal (M),Government Aided,Urban
86304,8921546.634887695,1457287.1348876953,33,730,600075,33030902008,"ANNAI VELANKANI MHSS, PAMMAL",5,3,3,2,Pr. with Up.Pr. Sec. and H.Sec.,Co-education,33,787, ,Pallavaram,6629,803354,TAMIL NADU,Chengalpattu,Pammal (M),Pvt. Unaided (Recognized),Urban
86373,8921427.634277344,1457387.7786865234,33,730,600075,33030902014,"ST.MARY NURSERY & PRIMARY SCHOOL, PAMMAL",5,1,3,2,Primary,Co-education,33,787, ,Pallavaram,6629,803354,TAMIL NADU,Chengalpattu,Pammal (M),Pvt. Unaided (Recognized),Urban
